tradeprice_sido_n1,date,region_cd,tradeprice_sido,year,month,building_type,construction_realized_amount,cd,spirit_deposit_rate,exchange_rate,composite_stock_price_index,economy_growth,exchequer_bond_three,household_loan_all,mortgage_all,numberofnosells,unsalenum_c
87.8,2009-04-01,44000,87.8,2009,4,3,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,1551.0,
93.0,2009-04-01,44000,93.4,2009,4,7,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,1551.0,
80.6,2009-04-01,45000,80.2,2009,4,3,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,2618.0,
75.0,2009-04-01,45000,74.8,2009,4,1,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,2618.0,
81.4,2009-04-01,45000,81.2,2009,4,0,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,2618.0,
92.6,2009-04-01,45000,92.6,2009,4,7,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,2618.0,
80.5,2009-04-01,42000,80.5,2009,4,3,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,295.0,
71.7,2009-04-01,42000,71.7,2009,4,1,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,295.0,
78.8,2009-04-01,42000,78.8,2009,4,0,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,295.0,
92.3,2009-04-01,42000,92.3,2009,4,7,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,295.0,
84.1,2009-04-01,46000,85.6,2009,4,3,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,5843.0,
77.4,2009-04-01,46000,77.2,2009,4,1,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,5843.0,
78.6,2009-04-01,48000,78.6,2009,4,3,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,0.0,
72.7,2009-04-01,48000,72.6,2009,4,0,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,0.0,
94.0,2009-04-01,46000,94.1,2009,4,7,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,5843.0,
72.3,2009-04-01,50000,71.6,2009,4,3,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,425.0,
73.4,2009-04-01,50000,73.3,2009,4,0,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,425.0,
84.4,2009-04-01,50000,84.4,2009,4,7,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,425.0,
59.0,2009-04-01,50000,58.9,2009,4,1,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,425.0,
79.1,2009-04-01,48000,79.1,2009,4,7,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,0.0,
69.5,2009-04-01,48000,69.3,2009,4,1,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,0.0,
78.5,2009-04-01,30000,78.1,2009,4,3,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,724.0,
79.1,2009-04-01,30000,78.9,2009,4,0,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,724.0,
90.0,2009-04-01,30000,90.0,2009,4,7,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,724.0,
75.1,2009-04-01,30000,74.8,2009,4,1,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,724.0,
88.0,2009-04-01,31000,88.0,2009,4,7,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,3453.0,
71.5,2009-04-01,31000,71.4,2009,4,1,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,3453.0,
76.3,2009-04-01,31000,76.2,2009,4,0,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,3453.0,
83.4,2009-04-01,31000,83.0,2009,4,3,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,3453.0,
95.9,2009-04-01,41000,95.7,2009,4,0,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,0.0,
94.8,2009-04-01,41000,94.5,2009,4,7,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,0.0,
95.5,2009-04-01,41000,95.3,2009,4,1,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,0.0,
97.5,2009-04-01,41000,97.2,2009,4,3,7426011.0,2.42,2.86,1348.0,1322.1,1.5,3.76,518871.1,317795.1,0.0,
75.4,2009-05-01,30000,75.1,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,37.0,
74.8,2009-05-01,43000,74.8,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,18.0,
71.6,2009-05-01,43000,71.6,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,18.0,
85.0,2009-05-01,44000,85.1,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
92.9,2009-05-01,44000,93.0,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
79.2,2009-05-01,48000,79.1,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,0.0,
72.8,2009-05-01,48000,72.7,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,0.0,
83.7,2009-05-01,46000,84.1,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,461.0,
78.6,2009-05-01,44000,78.8,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
69.6,2009-05-01,48000,69.5,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,0.0,
78.6,2009-05-01,48000,78.6,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,0.0,
87.8,2009-05-01,44000,87.8,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
79.3,2009-05-01,30000,79.1,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,37.0,
58.7,2009-05-01,50000,59.0,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
73.5,2009-05-01,50000,73.4,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
72.8,2009-05-01,50000,72.3,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
84.4,2009-05-01,50000,84.4,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
78.5,2009-05-01,30000,78.5,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,37.0,
93.2,2009-05-01,11000,92.9,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,22.0,
91.5,2009-05-01,11000,91.2,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,22.0,
97.7,2009-05-01,41000,97.5,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,152.0,
92.7,2009-05-01,11000,92.3,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,22.0,
95.0,2009-05-01,11000,94.8,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,22.0,
88.2,2009-05-01,31000,88.0,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,87.0,
83.4,2009-05-01,31000,83.4,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,87.0,
76.5,2009-05-01,31000,76.3,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,87.0,
81.5,2009-05-01,45000,81.4,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,0.0,
80.7,2009-05-01,45000,80.6,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,0.0,
92.7,2009-05-01,45000,92.6,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,0.0,
75.1,2009-05-01,45000,75.0,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,0.0,
97.4,2009-05-01,28000,97.4,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,49.0,
107.1,2009-05-01,28000,106.3,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,49.0,
98.6,2009-05-01,28000,98.6,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,49.0,
90.0,2009-05-01,43000,89.6,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,18.0,
70.1,2009-05-01,26000,70.0,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,1245.0,
79.2,2009-05-01,26000,79.2,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,1245.0,
84.7,2009-05-01,26000,84.6,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,1245.0,
100.4,2009-05-01,28000,100.1,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,49.0,
78.8,2009-05-01,42000,78.8,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
80.5,2009-05-01,42000,80.5,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
92.3,2009-05-01,42000,92.3,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
71.7,2009-05-01,42000,71.7,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,295.0,
71.7,2009-05-01,31000,71.5,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,87.0,
95.0,2009-05-01,41000,94.8,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,152.0,
96.1,2009-05-01,41000,95.9,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,152.0,
90.0,2009-05-01,30000,90.0,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,37.0,
62.0,2009-05-01,26000,61.9,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,1245.0,
62.4,2009-05-01,27000,62.5,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,1614.0,
68.8,2009-05-01,27000,68.9,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,1614.0,
81.4,2009-05-01,27000,81.5,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,1614.0,
87.5,2009-05-01,27000,87.5,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,1614.0,
77.2,2009-05-01,43000,77.1,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,18.0,
74.8,2009-05-01,29000,74.8,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,992.0,
67.7,2009-05-01,29000,67.8,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,992.0,
97.7,2009-05-01,29000,97.7,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,992.0,
90.5,2009-05-01,29000,90.3,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,992.0,
95.7,2009-05-01,41000,95.5,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,152.0,
93.9,2009-05-01,46000,94.0,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,461.0,
77.6,2009-05-01,46000,77.4,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,461.0,
84.4,2009-05-01,46000,84.4,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,461.0,
92.5,2009-05-01,47000,92.5,2009,5,7,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,70.0,
74.6,2009-05-01,47000,74.7,2009,5,1,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,70.0,
86.5,2009-05-01,47000,86.4,2009,5,3,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,70.0,
82.2,2009-05-01,47000,82.2,2009,5,0,7217349.0,2.41,2.79,1272.9,1400.5,1.5,3.83,522217.3,320565.6,70.0,
81.6,2009-06-01,45000,81.5,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,0.0,
58.5,2009-06-01,50000,58.7,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,260.0,
92.7,2009-06-01,45000,92.7,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,0.0,
90.5,2009-06-01,29000,90.5,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,922.0,
75.4,2009-06-01,45000,75.1,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,0.0,
80.7,2009-06-01,45000,80.7,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,0.0,
98.6,2009-06-01,28000,98.6,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,0.0,
69.7,2009-06-01,48000,69.6,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1.0,
72.9,2009-06-01,48000,72.8,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1.0,
79.2,2009-06-01,48000,79.2,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1.0,
78.6,2009-06-01,48000,78.6,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1.0,
86.5,2009-06-01,47000,86.5,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,200.0,
71.7,2009-06-01,43000,71.6,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,6262.0,
74.7,2009-06-01,29000,74.8,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,922.0,
96.0,2009-06-01,41000,95.7,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1089.0,
97.5,2009-06-01,28000,97.4,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,0.0,
87.5,2009-06-01,27000,87.5,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,401.0,
78.5,2009-06-01,30000,78.5,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1025.0,
62.2,2009-06-01,26000,62.0,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1096.0,
84.9,2009-06-01,26000,84.7,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1096.0,
90.1,2009-06-01,30000,90.0,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1025.0,
70.2,2009-06-01,26000,70.1,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1096.0,
90.0,2009-06-01,43000,90.0,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,6262.0,
67.7,2009-06-01,29000,67.7,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,922.0,
97.4,2009-06-01,29000,97.7,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,922.0,
87.8,2009-06-01,44000,87.8,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1676.0,
79.2,2009-06-01,26000,79.2,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1096.0,
79.6,2009-06-01,30000,79.3,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1025.0,
81.4,2009-06-01,27000,81.4,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,401.0,
68.9,2009-06-01,27000,68.8,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,401.0,
62.5,2009-06-01,27000,62.4,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,401.0,
96.4,2009-06-01,41000,96.1,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1089.0,
73.2,2009-06-01,50000,72.8,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,260.0,
74.9,2009-06-01,43000,74.8,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,6262.0,
75.8,2009-06-01,30000,75.4,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1025.0,
83.4,2009-06-01,31000,83.4,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1155.0,
72.1,2009-06-01,31000,71.7,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1155.0,
95.7,2009-06-01,11000,95.0,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,662.0,
93.9,2009-06-01,11000,93.2,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,662.0,
93.5,2009-06-01,11000,92.7,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,662.0,
77.2,2009-06-01,43000,77.2,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,6262.0,
71.8,2009-06-01,42000,71.7,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,234.0,
78.5,2009-06-01,44000,78.6,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1676.0,
93.8,2009-06-01,46000,93.9,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,8.0,
92.9,2009-06-01,44000,92.9,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1676.0,
85.0,2009-06-01,44000,85.0,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1676.0,
77.7,2009-06-01,46000,77.6,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,8.0,
83.7,2009-06-01,46000,83.7,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,8.0,
84.4,2009-06-01,46000,84.4,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,8.0,
92.3,2009-06-01,42000,92.3,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,234.0,
97.9,2009-06-01,41000,97.7,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1089.0,
95.3,2009-06-01,41000,95.0,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1089.0,
78.8,2009-06-01,42000,78.8,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,234.0,
80.5,2009-06-01,42000,80.5,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,234.0,
100.4,2009-06-01,28000,100.4,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,0.0,
106.9,2009-06-01,28000,107.1,2009,6,3,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,0.0,
76.9,2009-06-01,31000,76.5,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1155.0,
73.5,2009-06-01,50000,73.5,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,260.0,
84.4,2009-06-01,50000,84.4,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,260.0,
91.9,2009-06-01,11000,91.5,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,662.0,
82.2,2009-06-01,47000,82.2,2009,6,0,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,200.0,
92.5,2009-06-01,47000,92.5,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,200.0,
88.7,2009-06-01,31000,88.2,2009,6,7,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,1155.0,
74.5,2009-06-01,47000,74.6,2009,6,1,8967909.0,2.41,2.88,1284.7,1395.24,1.5,4.09,527686.8,324505.5,200.0,
68.9,2009-07-01,27000,68.9,2009,7,0,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,7327.0,
98.0,2009-07-01,28000,97.5,2009,7,7,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,1702.0,
100.6,2009-07-01,28000,100.4,2009,7,0,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,1702.0,
98.7,2009-07-01,28000,98.6,2009,7,1,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,1702.0,
107.2,2009-07-01,28000,106.9,2009,7,3,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,1702.0,
93.9,2009-07-01,11000,93.5,2009,7,1,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,60.0,
96.2,2009-07-01,11000,95.7,2009,7,3,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,60.0,
90.2,2009-07-01,29000,90.5,2009,7,3,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,7264.0,
87.5,2009-07-01,27000,87.5,2009,7,7,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,7327.0,
81.4,2009-07-01,27000,81.4,2009,7,3,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,7327.0,
81.7,2009-07-01,45000,80.7,2009,7,3,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,0.0,
75.8,2009-07-01,45000,75.4,2009,7,1,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,0.0,
92.8,2009-07-01,45000,92.7,2009,7,7,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,0.0,
82.0,2009-07-01,45000,81.6,2009,7,0,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,0.0,
78.9,2009-07-01,42000,78.8,2009,7,0,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,3823.0,
92.3,2009-07-01,42000,92.3,2009,7,7,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,3823.0,
80.5,2009-07-01,42000,80.5,2009,7,3,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,3823.0,
62.5,2009-07-01,27000,62.5,2009,7,1,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,7327.0,
93.8,2009-07-01,46000,93.8,2009,7,7,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,21.0,
84.4,2009-07-01,46000,84.4,2009,7,0,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,21.0,
96.3,2009-07-01,41000,96.0,2009,7,1,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,29.0,
95.9,2009-07-01,41000,95.3,2009,7,7,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,29.0,
78.6,2009-07-01,48000,78.6,2009,7,3,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,138.0,
69.8,2009-07-01,48000,69.7,2009,7,1,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,138.0,
73.0,2009-07-01,48000,72.9,2009,7,0,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,138.0,
79.1,2009-07-01,48000,79.2,2009,7,7,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,138.0,
77.2,2009-07-01,31000,76.9,2009,7,0,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,2099.0,
83.5,2009-07-01,31000,83.4,2009,7,3,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,2099.0,
90.2,2009-07-01,30000,90.1,2009,7,7,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,473.0,
67.7,2009-07-01,29000,67.7,2009,7,1,6985397.0,2.41,2.86,1240.5,1460.03,2.8,4.09,532047.6,328491.3,7264.0,
